AS65_0,G88890,PNP_Main_450,GupDM_HAJ,SID258_4M,HD-21,EGAR00001421023_9002000001488665,SAMEA7045910,EGAR00001421109_9002000001528680,SID8383f34a-7ae6-11e9-a106-68b59976a384,wHAXPI034459-60,G88820,SAMEA7045893,SAMEA7045198,PNP_Main_571,MH0122,G88968,SID9a888218-7ae6-11e9-a106-68b59976a384,SID5468-3,PNP_Main_508,G69185,EGAR00001420383_9002000001290653,EGAR00001420755_9002000001419730,b9169706-7ae6-11e9-a106-68b59976a384,MSMA26DG,dea84d70-7ae6-11e9-a106-68b59976a384,YEZ_N-26,SID157_12M,SID5454-4,SAMEA7045629,wHAXPI034465-71,EGAR00001420948_9002000001465778,SAMEA7045355,G88876,G80606,EGAR00001421205_9002000001572920,b0cbb25c-7ae6-11e9-a106-68b59976a384,GupDM_HCY,PNP_Main_575,wHAXPI032801-32,EGAR00001420170_9002000001208331,SID6f42328e-7ae6-11e9-a106-68b59976a384,SAMEA7045138,PNP_Main_374,HSM67VEU,EGAR00001420885_9002000001451692,SAMEA7045315,PNP_Validation_65,SAMEA7041172,f8f2bfd0-7ae6-11e9-a106-68b59976a384,Travel060,MSM79HCR,MH0018,EGAR00001420788_9002000001426789,EGAR00001421200_9002000001569080,P15E0,G80351,MH0149,G78738,EGAR00001420312_9002000001263816,G78687,e9ff4638-7ae6-11e9-a106-68b59976a384,wHAXPI032660-40,MH0179,MH0052,SAMEA104142122,G88836,SAMEA7041198,b501148e-7ae6-11e9-a106-68b59976a384,G88809,PNP_Main_319,EGAR00001421213_9002000001577190,SAMEA7041136,G69153,EGAR00001420700_9002000001404594,AS68_24,EGAR00001420215_9002000001227800,MH0090,G88972,G89061,SID5461-2,SAMEA7045785,SAMEA7045108,ESS-0268,G88815,SID82edf4b2-7ae6-11e9-a106-68b59976a384,SAMEA104142351,AS58_24,EGAR00001420587_9002000001377630,EGAR00001420934_9002000001462687,G80440,SAMEA7045471,DHAK_HCT,EGAR00001420965_9002000001472585,EGAR00001420640_9002000001391235,HSM7J4KC,EGAR00001420596_9002000001380210,PNP_Main_588,EGAR00001420156_9002000001202507,abfa3a3c-7ae6-11e9-a106-68b59976a384,A19_01_1FE,A15_02_1FE,A58_01_1FE,V50_02_1FE,A42_02_1FE,A10_02_1FE,A40_02_1FE,A70_03_1FE,A83_02_1FE,KHG_7,A19_03_1FE,A01_02_1FE,A10_01_1FE,A81_03_1FE,A66_02_1FE,A90_03_1FE,A34_02_1FE,V32_02_2FE,A39_02_1FE,TZ_91827,TZ_83893,A05_01_1FE,A62_03_1FE,A62_01_1FE,V19_02_2FE,JAS_3,V50_01_2FE,JAS_9,A23_01_1FE,A47_02_1FE,A85_01_1FE,LDK_2,TZ_83985,JAS_8,V19_01_2FE,A29_01_1FE,TZ_83788,A72_02_1FE,TZ_65172,TZ_10742,A55_02_1FE,KHG_10,A44_01_1FE,TZ_65642,A73_02_1FE,A43_02_1FE,TZ_42041,JAS_1,TZ_24827,TZ_40311,JAS_10,A54_02_1FE,A07_01_1FE,TZ_90808,LDK_3,TZ_70090,TZ_16581,A04_01_1FE,V50_01_1FE,A91_02_1FE,TZ_67706,A08_01_1FE,V31_01_2FE,TZ_73414,TZ_99300,TZ_14139,A94_03_1FE,A36_02_1FE,LDK_9,A09_02_1FE,V30_01_1FE,V53_02_1FE,TZ_60579,A79_02_1FE,A55_01_1FE,V06_02_1FE,A56_01_1FE,KHG_3,A49_01_1FE,TZ_27689,A70_01_1FE,LDK_6,A32_01_1FE,A03_01_1FE,TZ_41014,A24_04_1FE,A36_01_1FE,A81_01_1FE,A93_01_1FE,V48_03_2FE,A39_01_1FE,A82_02_1FE,A95_01_1FE,V12_01_2FE,A67_01_1FE,A94_02_1FE,A24_02_1FE,LDK_4,TZ_83627,V54_01_1FE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.15262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.08009,0,0,0,0,0.12537,0,0,0,0,0,0,0,0,0,0,0.30775,0,0,0,0,0,0,0,0,0.00297,0,0,0,0,0,0,0,0,0,0.16848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24565,0,0,0,0,0,0,0,0,0,0,0,0.00464,0,0,0,0,0,0.03161,0,0,0,0,0,0,0.06589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13414,0,0,0,0,0,0,0,0,0,0,0,0,0.01619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03734,0.23169,0,0,0.04353,0,0.00297,0,0,0.17597,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.01474,0,0,0,0,0,0,0,0,0.01726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16675,0,0,0,0,0,0,0,0,0.01824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.14431,0,0,3.5e-4,0,0,0,0,0,0.00797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01567,0,0,0,0,0.53029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09915,0.02364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.8e-4,0,0,0,0,0,0,0,0,0,0,0,0,0.01105,0,0,0,0,0,0,0,0,0,0,0.05834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.00252,0,0,0,0,0,0,0,0,0,0.04014,0,0,0,0,0,0,0,0.00183,0,0.30872,0,0.25802,0,0.00749,0,0,0.00157,0,0,0,0,0,0,0.0057,0,0.1176,0,0,0,0,0,0,0,0.60584,0,0,0,0,0,0.00618,0.12275,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0.00788,0,0,3.8e-4,0,0,0,0,0,0,0,0,0,0.0033,0.00176,0,0,0,0,0.01097,0,0,0,0.04043,0,0,0,0.0263,0,0.00217,0,0,0,0,0,0.12969,0,0,0,0.02679,0,0,0,0,0,0.02646,0,0,0,0,0,0,0,0.00788,0,0,0,0.01341,0,0,0,0,0,0.18647,0,0,0,0.00133,0,0,0,0,0,0,0.02122,0,0,0,0,0,0.00475,0,0.01433,0,0,0.06036,0,0,0,0,0,0,0,0.0074400000000000004,0.01766,0,0.01264,0.00446,0,0.01198,0,0,0,0,0,0,0,0,0,0.00438,0,0,0,0,0,0.01841,0,0,0,0.5552,0.03069,0,0.00412
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00278,0,0,0,0,0,0,0.01981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55699,0,0,0,0,0,0,0,0,0.00756,0,0.0091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2e-4,0,0.03713,0,0,0,0,0,0.023,0.00673,0,0,0,0,0,0,0.00673,0,0,0,0,0.11227,0,0.04193,0,0,0.69439,0,0.28355,0.38581,0.024140000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00316,0,0,0,0,0,0,0.00326,0.30909,0.01328,0,0,9e-4,0,0.04646,0,0,0,0.08406,0,0.03428,0,0,0,0,0.09153,0,0,0,0,0.01029,0,0.25054,0,0,0.0056,0,0.03305
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41785,0,0,0.01219,0,0,6.2e-4,0.08232,0,0.14772,0.09384,0,0,0.00905,0.08682,0,0,0,0,3.51681,0.08595,0.19544,0.26161,0,0,0,0,0,1.71261,0.16579,0,0,0.28013,0,0,0,0,0,0,0,0.37263,0,0,0,0,0,0,0.01732,0.02971,0,0,0.01439,0.19208,0,0,1.89801,0,0.26374,0,0,0,0,0,0,0,0,0,0,0,0.30972,0.04676,0.00162,2.97718,2.06196,0,0,0,0,0,0,0,0,0,0,0,0,0.02046,0,0.25755,0,0.19802,0.11737,0.02255,0,0,0,0.00142,0,1.95643,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01024,0,0,0,0,0,0,0,0,0,0,5.79875,0,0,0,0,0,0,0,0,0,0,0.06067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36202,0,0,0,0,0,0,0,0,0,0,0,0,0.06426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53964,0.06712,0,0,0,0.09395,0.00921,0,0.00248,0,0,0,0,0,0,0,0.54952,0,0,0,0.03579,0,0.00428,0,0,0,0,0,0,0,0,0,0,0,0,0.03687,0,0,0.20054,0,0.00207,0,0,0,0,0,0,0,0,0,0,0,0.14541,0,0,0,0,0.58196,0,0,0,0.13285,0.00237,0.00586,0,0,0,0,0,0,7.4e-4,0,0,0,0,0,0,0,0.00111,0,0,0,0.39685,0,0,0.0118,0,5.04495,8.6e-4,0.02984,0,3.30074,0.00168,0,0,0.01795,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02526,0,0.02204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2356,0,0,0,0.02122,0,0.0176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02699,0,0,0,0,0,0,0,0.16392,0,0,0,0
0,0,0,0,0,0,0,0,0.97101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0,0,0,0,0,0,0,0,0.35707,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022,0,0,0.00347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.24237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159,0,0,0,0,0,0,0,0,0,0.00136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01101,0,0,0,0,0,0,0,0.02502,0.00482,0.00838,0,0,0,0,0,0,0.02044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.00487,0,0,0,0.71138,0.2847,0,0,0.0058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01183,0,0,0.03538,0,0,0,2.04412,0,0,0,0,0,0,0,0,0.00444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29026,0,0.6291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02821,0,0,0,0,0,0,12.07394,0,0,0,0,0,0,0,2.32169,0,0,0,0,0,0,0,0,0.14441,0.06221,0.00837,0,0.04011,0,0,0.03472,0,0,0,0,0,0,0,0.41151,0,0.3953,0,0,0,0,0,0,0,0.71299,0,0,0.22678,0,0,0.01833,0.18134,0,0,59.098,0,0,0,0,0,0,0,0,0,0,0,0,0.03666,0,0,0,0,0.21298,0,0,0.40317,0.08515,0,0,0,0,0.02304,0,0,0,0,0,0,0,0,0,0,0.14414,0,0,0,0,0.04036,0,0.8682,1.71258,0,0.01358,0.01583,0,0,0.02059,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0048,0,0,0,0.03613,0.01588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00779,0,0,0,0.40024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03374,0,0.12194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45555,0,0,0,0,0,0,0,0.61182,0,0,0,0,0,0,0,0,0.18674,0.07847,0,0,0.0475,0,0,0,0,0,0,0,0,0,0,0.03488,0,0.02421,0,0,0,0,0,0,0,0.38897,0,0,0.01543,0,0,0.01267,0.02232,0,0,6.51389,0,0,0,0,0,0,0,0,0,0,0,0,0.02634,0,0,0,0,0.12393,0,0,0,0.00486,0,0,0,0,0.02634,0,0,0,0,0,0,0,0,0,0,0.2323,0,0,0,0,0.02423,0,0.12318,0.11471,0,0.00858,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594,0,0,0,0,0,0,0,0,0,0,0.00129,0.03859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
